2000,3,6495.77,1
2000,4,27290.06,2
2000,5,2911.2,1
2000,6,2032.46,1
2001,1,1563.35,2
2001,2,2640,1
2001,6,2551.11,1
2002,2,2040.29,3
2002,3,7185,1
2002,4,8624.7,1
2003,4,2086.89,1
2003,5,4266.92,2
2003,6,6347.96,3
2004,1,1140.86,1
2004,2,301248.13,43
2004,3,418224.11,63
2004,4,299405.69,43
2004,5,130404.04,20
2004,6,20708.24,7
2004,7,69387.34,10
2005,1,100141.49,45
2005,2,560870.05,133
2005,3,803341.97,202
2005,4,855052.07,231
2005,5,1203941.25,344
2005,6,1100505.06,320
2005,7,246446.59,75
2005,8,14343.81,7
2006,0,2161.75,4
2006,1,792520.64,544
2006,2,3602924.31,2042
2006,3,7336037.07,3184
2006,4,11492289.19,4349
2006,5,14248804.21,5051
2006,6,14610288.13,5569
2006,7,3908539.81,1562
2006,8,313398.15,127
2006,9,587.49,1
2007,0,3868.52,3
2007,1,1030773.7,624
2007,2,4589494.52,2239
2007,3,9034490.3,3596
2007,4,15727056.13,5483
2007,5,19257251.76,6308
2007,6,21132079.97,7131
2007,7,5995585.94,2187
2007,8,563702.36,204
2007,9,5874.18,1
2008,0,27865.95,9
2008,1,1592232.07,870
2008,2,6664138.72,2851
2008,3,12929200.3,4779
2008,4,21302554.59,7342
2008,5,25078773.32,7714
2008,6,28147868.29,8792
2008,7,9468040.89,3159
2008,8,587507.27,208
2008,9,4300.84,3
2009,0,40673.33,9
2009,1,2828739.08,1261
2009,2,9362898.09,3518
2009,3,20976220.29,6490
2009,4,33194184.8,9591
2009,5,38509411.85,10131
2009,6,44580508.34,11544
2009,7,15243119.15,4431
2009,8,1306462.22,351
2009,9,29522.72,5
2010,0,34133.9,13
2010,1,5143810.01,1771
2010,2,13149557.12,4103
2010,3,32660790.49,7874
2010,4,54724478.21,11933
2010,5,64615198.39,12407
2010,6,72750429.18,14143
2010,7,29761713.9,6048
2010,8,1973509.87,427
2010,9,12560.95,4
2011,0,18757.94,9
2011,1,5293842.13,1881
2011,2,17015102.61,4482
2011,3,45990920.34,9519
2011,4,68734450.17,13508
2011,5,87758474.05,15392
2011,6,91085407.5,15388
2011,7,37750999.29,6875
2011,8,2640544.69,468
2011,9,60880.31,5
2012,0,268090.89,20
2012,1,9016787.17,2579
2012,2,24795017.11,5870
2012,3,61445116.38,12241
2012,4,92458212.84,17088
2012,5,124422257.9,20139
2012,6,124249103.8,18684
2012,7,56923562.82,9134
2012,8,3662397.03,606
2012,9,18507.45,3
2013,0,187131.12,45
2013,1,11380228,3362
2013,2,28283228.52,6918
2013,3,70667068.71,13452
2013,4,115116189.5,20173
2013,5,157243266.5,23880
2013,6,137744966.9,19412
2013,7,73968029.86,10595
2013,8,4842615.83,736
2013,9,60642.28,8
2014,0,141609.53,45
2014,1,12803594.61,3720
2014,2,27996638.13,6884
2014,3,74504756.58,14647
2014,4,126691490.1,22019
2014,5,183479836.9,27144
2014,6,157297008.7,21537
2014,7,88637670.78,12195
2014,8,6188144.05,868
2014,9,187279.03,12
2015,0,150172.48,40
2015,1,13613821.21,3947
2015,2,28254350.33,6851
2015,3,74406614,14939
2015,4,133485797.2,21797
2015,5,206241830.1,28833
2015,6,171982116.3,22288
2015,7,103043790.9,13005
2015,8,7725450.46,1051
2015,9,118254.23,15
2016,0,87959.58,14
2016,1,5233988.7,1661
2016,2,12323109.16,3151
2016,3,31426391.73,6478
2016,4,55541751.13,9467
2016,5,91619734.42,13500
2016,6,78190410.41,10872
2016,7,47602048.33,6431
2016,8,4976452.54,664
2016,9,69463.32,9
2027,6,462.52,1
2099,9,18303.69,9
